InstituteNo,id,year,institute_type,round_no,quota,pool,institute_short,program_name,program_duration,degree_short,category,opening_rank,closing_rank,is_preparatory
14,29226,2021,NIT,1,HS,Female-Only,NIT-Karnataka-Surathkal,Information Technology,4 Years,B.Tech,GEN,5221,5366,0
14,29237,2021,NIT,1,OS,Gender-Neutral,NIT-Karnataka-Surathkal,Information Technology,4 Years,B.Tech,GEN,694,1650,0
14,29238,2021,NIT,1,OS,Female-Only,NIT-Karnataka-Surathkal,Information Technology,4 Years,B.Tech,GEN,3007,3203,0
17,29325,2021,NIT,1,HS,Gender-Neutral,NIT-Meghalaya,Computer Science and Engineering,4 Years,B.Tech,GEN,74161,91463,0
17,29326,2021,NIT,1,HS,Female-Only,NIT-Meghalaya,Computer Science and Engineering,4 Years,B.Tech,GEN,163702,163702,0
17,29330,2021,NIT,1,OS,Gender-Neutral,NIT-Meghalaya,Computer Science and Engineering,4 Years,B.Tech,GEN,10819,14672,0
17,29331,2021,NIT,1,OS,Female-Only,NIT-Meghalaya,Computer Science and Engineering,4 Years,B.Tech,GEN,19008,19008,0
17,29325,2021,NIT,1,HS,Gender-Neutral,NIT-Meghalaya,Computer Science and Engineering,4 Years,B.Tech,GEN,74161,91463,0
17,29326,2021,NIT,1,HS,Female-Only,NIT-Meghalaya,Computer Science and Engineering,4 Years,B.Tech,GEN,163702,163702,0
17,29330,2021,NIT,1,OS,Gender-Neutral,NIT-Meghalaya,Computer Science and Engineering,4 Years,B.Tech,GEN,10819,14672,0
17,29331,2021,NIT,1,OS,Female-Only,NIT-Meghalaya,Computer Science and Engineering,4 Years,B.Tech,GEN,19008,19008,0
17,29325,2021,NIT,1,HS,Gender-Neutral,NIT-Meghalaya,Computer Science and Engineering,4 Years,B.Tech,GEN,74161,91463,0
17,29326,2021,NIT,1,HS,Female-Only,NIT-Meghalaya,Computer Science and Engineering,4 Years,B.Tech,GEN,163702,163702,0
17,29330,2021,NIT,1,OS,Gender-Neutral,NIT-Meghalaya,Computer Science and Engineering,4 Years,B.Tech,GEN,10819,14672,0
17,29331,2021,NIT,1,OS,Female-Only,NIT-Meghalaya,Computer Science and Engineering,4 Years,B.Tech,GEN,19008,19008,0
17,29325,2021,NIT,1,HS,Gender-Neutral,NIT-Meghalaya,Computer Science and Engineering,4 Years,B.Tech,GEN,74161,91463,0
17,29326,2021,NIT,1,HS,Female-Only,NIT-Meghalaya,Computer Science and Engineering,4 Years,B.Tech,GEN,163702,163702,0
17,29330,2021,NIT,1,OS,Gender-Neutral,NIT-Meghalaya,Computer Science and Engineering,4 Years,B.Tech,GEN,10819,14672,0
17,29331,2021,NIT,1,OS,Female-Only,NIT-Meghalaya,Computer Science and Engineering,4 Years,B.Tech,GEN,19008,19008,0
17,29325,2021,NIT,1,HS,Gender-Neutral,NIT-Meghalaya,Computer Science and Engineering,4 Years,B.Tech,GEN,74161,91463,0
17,29326,2021,NIT,1,HS,Female-Only,NIT-Meghalaya,Computer Science and Engineering,4 Years,B.Tech,GEN,163702,163702,0
17,29330,2021,NIT,1,OS,Gender-Neutral,NIT-Meghalaya,Computer Science and Engineering,4 Years,B.Tech,GEN,10819,14672,0
17,29331,2021,NIT,1,OS,Female-Only,NIT-Meghalaya,Computer Science and Engineering,4 Years,B.Tech,GEN,19008,19008,0
17,29325,2021,NIT,1,HS,Gender-Neutral,NIT-Meghalaya,Computer Science and Engineering,4 Years,B.Tech,GEN,74161,91463,0
17,29326,2021,NIT,1,HS,Female-Only,NIT-Meghalaya,Computer Science and Engineering,4 Years,B.Tech,GEN,163702,163702,0
17,29330,2021,NIT,1,OS,Gender-Neutral,NIT-Meghalaya,Computer Science and Engineering,4 Years,B.Tech,GEN,10819,14672,0
17,29331,2021,NIT,1,OS,Female-Only,NIT-Meghalaya,Computer Science and Engineering,4 Years,B.Tech,GEN,19008,19008,0
19,29392,2021,NIT,1,OS,Gender-Neutral,NIT-Nagaland,Computer Science and Engineering,4 Years,B.Tech,GEN,16589,23101,0
19,29393,2021,NIT,1,OS,Female-Only,NIT-Nagaland,Computer Science and Engineering,4 Years,B.Tech,GEN,31877,31877,0
19,29392,2021,NIT,1,OS,Gender-Neutral,NIT-Nagaland,Computer Science and Engineering,4 Years,B.Tech,GEN,16589,23101,0
19,29393,2021,NIT,1,OS,Female-Only,NIT-Nagaland,Computer Science and Engineering,4 Years,B.Tech,GEN,31877,31877,0
19,29392,2021,NIT,1,OS,Gender-Neutral,NIT-Nagaland,Computer Science and Engineering,4 Years,B.Tech,GEN,16589,23101,0
19,29393,2021,NIT,1,OS,Female-Only,NIT-Nagaland,Computer Science and Engineering,4 Years,B.Tech,GEN,31877,31877,0
19,29392,2021,NIT,1,OS,Gender-Neutral,NIT-Nagaland,Computer Science and Engineering,4 Years,B.Tech,GEN,16589,23101,0
19,29393,2021,NIT,1,OS,Female-Only,NIT-Nagaland,Computer Science and Engineering,4 Years,B.Tech,GEN,31877,31877,0
19,29392,2021,NIT,1,OS,Gender-Neutral,NIT-Nagaland,Computer Science and Engineering,4 Years,B.Tech,GEN,16589,23101,0
19,29393,2021,NIT,1,OS,Female-Only,NIT-Nagaland,Computer Science and Engineering,4 Years,B.Tech,GEN,31877,31877,0
19,29392,2021,NIT,1,OS,Gender-Neutral,NIT-Nagaland,Computer Science and Engineering,4 Years,B.Tech,GEN,16589,23101,0
19,29393,2021,NIT,1,OS,Female-Only,NIT-Nagaland,Computer Science and Engineering,4 Years,B.Tech,GEN,31877,31877,0
21,29479,2021,NIT,1,HS,Gender-Neutral,NIT-Patna,Computer Science and Engineering,4 Years,B.Tech,GEN,2608,13449,0
21,29480,2021,NIT,1,HS,Female-Only,NIT-Patna,Computer Science and Engineering,4 Years,B.Tech,GEN,13664,21047,0
21,29479,2021,NIT,1,HS,Gender-Neutral,NIT-Patna,Computer Science and Engineering,4 Years,B.Tech,GEN,2608,13449,0
21,29480,2021,NIT,1,HS,Female-Only,NIT-Patna,Computer Science and Engineering,4 Years,B.Tech,GEN,13664,21047,0
21,29479,2021,NIT,1,HS,Gender-Neutral,NIT-Patna,Computer Science and Engineering,4 Years,B.Tech,GEN,2608,13449,0
21,29480,2021,NIT,1,HS,Female-Only,NIT-Patna,Computer Science and Engineering,4 Years,B.Tech,GEN,13664,21047,0
21,29479,2021,NIT,1,HS,Gender-Neutral,NIT-Patna,Computer Science and Engineering,4 Years,B.Tech,GEN,2608,13449,0
21,29480,2021,NIT,1,HS,Female-Only,NIT-Patna,Computer Science and Engineering,4 Years,B.Tech,GEN,13664,21047,0
21,29479,2021,NIT,1,HS,Gender-Neutral,NIT-Patna,Computer Science and Engineering,4 Years,B.Tech,GEN,2608,13449,0
21,29480,2021,NIT,1,HS,Female-Only,NIT-Patna,Computer Science and Engineering,4 Years,B.Tech,GEN,13664,21047,0
21,29479,2021,NIT,1,HS,Gender-Neutral,NIT-Patna,Computer Science and Engineering,4 Years,B.Tech,GEN,2608,13449,0
21,29480,2021,NIT,1,HS,Female-Only,NIT-Patna,Computer Science and Engineering,4 Years,B.Tech,GEN,13664,21047,0
21,29494,2021,NIT,1,OS,Gender-Neutral,NIT-Patna,Computer Science and Engineering,4 Years,B.Tech,GEN,10234,12661,0
21,29495,2021,NIT,1,OS,Female-Only,NIT-Patna,Computer Science and Engineering,4 Years,B.Tech,GEN,15701,18462,0
21,29494,2021,NIT,1,OS,Gender-Neutral,NIT-Patna,Computer Science and Engineering,4 Years,B.Tech,GEN,10234,12661,0
21,29495,2021,NIT,1,OS,Female-Only,NIT-Patna,Computer Science and Engineering,4 Years,B.Tech,GEN,15701,18462,0
21,29494,2021,NIT,1,OS,Gender-Neutral,NIT-Patna,Computer Science and Engineering,4 Years,B.Tech,GEN,10234,12661,0
21,29495,2021,NIT,1,OS,Female-Only,NIT-Patna,Computer Science and Engineering,4 Years,B.Tech,GEN,15701,18462,0
21,29494,2021,NIT,1,OS,Gender-Neutral,NIT-Patna,Computer Science and Engineering,4 Years,B.Tech,GEN,10234,12661,0
21,29495,2021,NIT,1,OS,Female-Only,NIT-Patna,Computer Science and Engineering,4 Years,B.Tech,GEN,15701,18462,0
21,29494,2021,NIT,1,OS,Gender-Neutral,NIT-Patna,Computer Science and Engineering,4 Years,B.Tech,GEN,10234,12661,0
21,29495,2021,NIT,1,OS,Female-Only,NIT-Patna,Computer Science and Engineering,4 Years,B.Tech,GEN,15701,18462,0
21,29494,2021,NIT,1,OS,Gender-Neutral,NIT-Patna,Computer Science and Engineering,4 Years,B.Tech,GEN,10234,12661,0
21,29495,2021,NIT,1,OS,Female-Only,NIT-Patna,Computer Science and Engineering,4 Years,B.Tech,GEN,15701,18462,0
22,29597,2021,NIT,1,HS,Gender-Neutral,NIT-Puducherry,Computer Science and Engineering,4 Years,B.Tech,GEN,11510,51754,0
22,29598,2021,NIT,1,HS,Female-Only,NIT-Puducherry,Computer Science and Engineering,4 Years,B.Tech,GEN,82067,109089,0
22,29608,2021,NIT,1,OS,Gender-Neutral,NIT-Puducherry,Computer Science and Engineering,4 Years,B.Tech,GEN,10086,13155,0
22,29609,2021,NIT,1,OS,Female-Only,NIT-Puducherry,Computer Science and Engineering,4 Years,B.Tech,GEN,16757,20587,0
22,29597,2021,NIT,1,HS,Gender-Neutral,NIT-Puducherry,Computer Science and Engineering,4 Years,B.Tech,GEN,11510,51754,0
22,29598,2021,NIT,1,HS,Female-Only,NIT-Puducherry,Computer Science and Engineering,4 Years,B.Tech,GEN,82067,109089,0
22,29608,2021,NIT,1,OS,Gender-Neutral,NIT-Puducherry,Computer Science and Engineering,4 Years,B.Tech,GEN,10086,13155,0
22,29609,2021,NIT,1,OS,Female-Only,NIT-Puducherry,Computer Science and Engineering,4 Years,B.Tech,GEN,16757,20587,0
22,29597,2021,NIT,1,HS,Gender-Neutral,NIT-Puducherry,Computer Science and Engineering,4 Years,B.Tech,GEN,11510,51754,0
22,29598,2021,NIT,1,HS,Female-Only,NIT-Puducherry,Computer Science and Engineering,4 Years,B.Tech,GEN,82067,109089,0
22,29608,2021,NIT,1,OS,Gender-Neutral,NIT-Puducherry,Computer Science and Engineering,4 Years,B.Tech,GEN,10086,13155,0
22,29609,2021,NIT,1,OS,Female-Only,NIT-Puducherry,Computer Science and Engineering,4 Years,B.Tech,GEN,16757,20587,0
22,29597,2021,NIT,1,HS,Gender-Neutral,NIT-Puducherry,Computer Science and Engineering,4 Years,B.Tech,GEN,11510,51754,0
22,29598,2021,NIT,1,HS,Female-Only,NIT-Puducherry,Computer Science and Engineering,4 Years,B.Tech,GEN,82067,109089,0
22,29608,2021,NIT,1,OS,Gender-Neutral,NIT-Puducherry,Computer Science and Engineering,4 Years,B.Tech,GEN,10086,13155,0
22,29609,2021,NIT,1,OS,Female-Only,NIT-Puducherry,Computer Science and Engineering,4 Years,B.Tech,GEN,16757,20587,0
22,29597,2021,NIT,1,HS,Gender-Neutral,NIT-Puducherry,Computer Science and Engineering,4 Years,B.Tech,GEN,11510,51754,0
22,29598,2021,NIT,1,HS,Female-Only,NIT-Puducherry,Computer Science and Engineering,4 Years,B.Tech,GEN,82067,109089,0
22,29608,2021,NIT,1,OS,Gender-Neutral,NIT-Puducherry,Computer Science and Engineering,4 Years,B.Tech,GEN,10086,13155,0
22,29609,2021,NIT,1,OS,Female-Only,NIT-Puducherry,Computer Science and Engineering,4 Years,B.Tech,GEN,16757,20587,0
22,29597,2021,NIT,1,HS,Gender-Neutral,NIT-Puducherry,Computer Science and Engineering,4 Years,B.Tech,GEN,11510,51754,0
22,29598,2021,NIT,1,HS,Female-Only,NIT-Puducherry,Computer Science and Engineering,4 Years,B.Tech,GEN,82067,109089,0
22,29608,2021,NIT,1,OS,Gender-Neutral,NIT-Puducherry,Computer Science and Engineering,4 Years,B.Tech,GEN,10086,13155,0
22,29609,2021,NIT,1,OS,Female-Only,NIT-Puducherry,Computer Science and Engineering,4 Years,B.Tech,GEN,16757,20587,0
23,29771,2021,NIT,1,HS,Gender-Neutral,NIT-Raipur,Computer Science and Engineering,4 Years,B.Tech,GEN,8508,17250,0
23,29772,2021,NIT,1,HS,Female-Only,NIT-Raipur,Computer Science and Engineering,4 Years,B.Tech,GEN,2606,24683,0
23,29784,2021,NIT,1,OS,Gender-Neutral,NIT-Raipur,Computer Science and Engineering,4 Years,B.Tech,GEN,4173,9541,0
23,29785,2021,NIT,1,OS,Female-Only,NIT-Raipur,Computer Science and Engineering,4 Years,B.Tech,GEN,12507,13450,0
23,29771,2021,NIT,1,HS,Gender-Neutral,NIT-Raipur,Computer Science and Engineering,4 Years,B.Tech,GEN,8508,17250,0
23,29772,2021,NIT,1,HS,Female-Only,NIT-Raipur,Computer Science and Engineering,4 Years,B.Tech,GEN,2606,24683,0
23,29784,2021,NIT,1,OS,Gender-Neutral,NIT-Raipur,Computer Science and Engineering,4 Years,B.Tech,GEN,4173,9541,0
23,29785,2021,NIT,1,OS,Female-Only,NIT-Raipur,Computer Science and Engineering,4 Years,B.Tech,GEN,12507,13450,0
23,29771,2021,NIT,1,HS,Gender-Neutral,NIT-Raipur,Computer Science and Engineering,4 Years,B.Tech,GEN,8508,17250,0
23,29772,2021,NIT,1,HS,Female-Only,NIT-Raipur,Computer Science and Engineering,4 Years,B.Tech,GEN,2606,24683,0
23,29784,2021,NIT,1,OS,Gender-Neutral,NIT-Raipur,Computer Science and Engineering,4 Years,B.Tech,GEN,4173,9541,0
23,29785,2021,NIT,1,OS,Female-Only,NIT-Raipur,Computer Science and Engineering,4 Years,B.Tech,GEN,12507,13450,0
23,29771,2021,NIT,1,HS,Gender-Neutral,NIT-Raipur,Computer Science and Engineering,4 Years,B.Tech,GEN,8508,17250,0
23,29772,2021,NIT,1,HS,Female-Only,NIT-Raipur,Computer Science and Engineering,4 Years,B.Tech,GEN,2606,24683,0
23,29784,2021,NIT,1,OS,Gender-Neutral,NIT-Raipur,Computer Science and Engineering,4 Years,B.Tech,GEN,4173,9541,0
23,29785,2021,NIT,1,OS,Female-Only,NIT-Raipur,Computer Science and Engineering,4 Years,B.Tech,GEN,12507,13450,0
23,29771,2021,NIT,1,HS,Gender-Neutral,NIT-Raipur,Computer Science and Engineering,4 Years,B.Tech,GEN,8508,17250,0
23,29772,2021,NIT,1,HS,Female-Only,NIT-Raipur,Computer Science and Engineering,4 Years,B.Tech,GEN,2606,24683,0
23,29784,2021,NIT,1,OS,Gender-Neutral,NIT-Raipur,Computer Science and Engineering,4 Years,B.Tech,GEN,4173,9541,0
23,29785,2021,NIT,1,OS,Female-Only,NIT-Raipur,Computer Science and Engineering,4 Years,B.Tech,GEN,12507,13450,0
23,29771,2021,NIT,1,HS,Gender-Neutral,NIT-Raipur,Computer Science and Engineering,4 Years,B.Tech,GEN,8508,17250,0
23,29772,2021,NIT,1,HS,Female-Only,NIT-Raipur,Computer Science and Engineering,4 Years,B.Tech,GEN,2606,24683,0
23,29784,2021,NIT,1,OS,Gender-Neutral,NIT-Raipur,Computer Science and Engineering,4 Years,B.Tech,GEN,4173,9541,0
23,29785,2021,NIT,1,OS,Female-Only,NIT-Raipur,Computer Science and Engineering,4 Years,B.Tech,GEN,12507,13450,0
23,29844,2021,NIT,1,HS,Gender-Neutral,NIT-Raipur,Information Technology,4 Years,B.Tech,GEN,18075,24564,0
23,29845,2021,NIT,1,HS,Female-Only,NIT-Raipur,Information Technology,4 Years,B.Tech,GEN,26536,29365,0
23,29855,2021,NIT,1,OS,Gender-Neutral,NIT-Raipur,Information Technology,4 Years,B.Tech,GEN,9564,11195,0
23,29856,2021,NIT,1,OS,Female-Only,NIT-Raipur,Information Technology,4 Years,B.Tech,GEN,14045,16819,0
23,29844,2021,NIT,1,HS,Gender-Neutral,NIT-Raipur,Information Technology,4 Years,B.Tech,GEN,18075,24564,0
23,29845,2021,NIT,1,HS,Female-Only,NIT-Raipur,Information Technology,4 Years,B.Tech,GEN,26536,29365,0
23,29855,2021,NIT,1,OS,Gender-Neutral,NIT-Raipur,Information Technology,4 Years,B.Tech,GEN,9564,11195,0
23,29856,2021,NIT,1,OS,Female-Only,NIT-Raipur,Information Technology,4 Years,B.Tech,GEN,14045,16819,0
23,29844,2021,NIT,1,HS,Gender-Neutral,NIT-Raipur,Information Technology,4 Years,B.Tech,GEN,18075,24564,0
23,29845,2021,NIT,1,HS,Female-Only,NIT-Raipur,Information Technology,4 Years,B.Tech,GEN,26536,29365,0
23,29855,2021,NIT,1,OS,Gender-Neutral,NIT-Raipur,Information Technology,4 Years,B.Tech,GEN,9564,11195,0
23,29856,2021,NIT,1,OS,Female-Only,NIT-Raipur,Information Technology,4 Years,B.Tech,GEN,14045,16819,0
23,29844,2021,NIT,1,HS,Gender-Neutral,NIT-Raipur,Information Technology,4 Years,B.Tech,GEN,18075,24564,0
23,29845,2021,NIT,1,HS,Female-Only,NIT-Raipur,Information Technology,4 Years,B.Tech,GEN,26536,29365,0
23,29855,2021,NIT,1,OS,Gender-Neutral,NIT-Raipur,Information Technology,4 Years,B.Tech,GEN,9564,11195,0
23,29856,2021,NIT,1,OS,Female-Only,NIT-Raipur,Information Technology,4 Years,B.Tech,GEN,14045,16819,0
23,29844,2021,NIT,1,HS,Gender-Neutral,NIT-Raipur,Information Technology,4 Years,B.Tech,GEN,18075,24564,0
23,29845,2021,NIT,1,HS,Female-Only,NIT-Raipur,Information Technology,4 Years,B.Tech,GEN,26536,29365,0
23,29855,2021,NIT,1,OS,Gender-Neutral,NIT-Raipur,Information Technology,4 Years,B.Tech,GEN,9564,11195,0
23,29856,2021,NIT,1,OS,Female-Only,NIT-Raipur,Information Technology,4 Years,B.Tech,GEN,14045,16819,0
23,29844,2021,NIT,1,HS,Gender-Neutral,NIT-Raipur,Information Technology,4 Years,B.Tech,GEN,18075,24564,0
23,29845,2021,NIT,1,HS,Female-Only,NIT-Raipur,Information Technology,4 Years,B.Tech,GEN,26536,29365,0
23,29855,2021,NIT,1,OS,Gender-Neutral,NIT-Raipur,Information Technology,4 Years,B.Tech,GEN,9564,11195,0
23,29856,2021,NIT,1,OS,Female-Only,NIT-Raipur,Information Technology,4 Years,B.Tech,GEN,14045,16819,0
25,29942,2021,NIT,1,HS,Gender-Neutral,NIT-Sikkim,Computer Science and Engineering,4 Years,B.Tech,GEN,88273,161648,0
25,29943,2021,NIT,1,HS,Female-Only,NIT-Sikkim,Computer Science and Engineering,4 Years,B.Tech,GEN,116956,136753,0
25,29949,2021,NIT,1,OS,Gender-Neutral,NIT-Sikkim,Computer Science and Engineering,4 Years,B.Tech,GEN,19558,21385,0
25,29950,2021,NIT,1,OS,Female-Only,NIT-Sikkim,Computer Science and Engineering,4 Years,B.Tech,GEN,22368,24859,0
25,29942,2021,NIT,1,HS,Gender-Neutral,NIT-Sikkim,Computer Science and Engineering,4 Years,B.Tech,GEN,88273,161648,0
25,29943,2021,NIT,1,HS,Female-Only,NIT-Sikkim,Computer Science and Engineering,4 Years,B.Tech,GEN,116956,136753,0
25,29949,2021,NIT,1,OS,Gender-Neutral,NIT-Sikkim,Computer Science and Engineering,4 Years,B.Tech,GEN,19558,21385,0
25,29950,2021,NIT,1,OS,Female-Only,NIT-Sikkim,Computer Science and Engineering,4 Years,B.Tech,GEN,22368,24859,0
25,29942,2021,NIT,1,HS,Gender-Neutral,NIT-Sikkim,Computer Science and Engineering,4 Years,B.Tech,GEN,88273,161648,0
25,29943,2021,NIT,1,HS,Female-Only,NIT-Sikkim,Computer Science and Engineering,4 Years,B.Tech,GEN,116956,136753,0
25,29949,2021,NIT,1,OS,Gender-Neutral,NIT-Sikkim,Computer Science and Engineering,4 Years,B.Tech,GEN,19558,21385,0
25,29950,2021,NIT,1,OS,Female-Only,NIT-Sikkim,Computer Science and Engineering,4 Years,B.Tech,GEN,22368,24859,0
25,29942,2021,NIT,1,HS,Gender-Neutral,NIT-Sikkim,Computer Science and Engineering,4 Years,B.Tech,GEN,88273,161648,0
25,29943,2021,NIT,1,HS,Female-Only,NIT-Sikkim,Computer Science and Engineering,4 Years,B.Tech,GEN,116956,136753,0
25,29949,2021,NIT,1,OS,Gender-Neutral,NIT-Sikkim,Computer Science and Engineering,4 Years,B.Tech,GEN,19558,21385,0
25,29950,2021,NIT,1,OS,Female-Only,NIT-Sikkim,Computer Science and Engineering,4 Years,B.Tech,GEN,22368,24859,0
25,29942,2021,NIT,1,HS,Gender-Neutral,NIT-Sikkim,Computer Science and Engineering,4 Years,B.Tech,GEN,88273,161648,0
25,29943,2021,NIT,1,HS,Female-Only,NIT-Sikkim,Computer Science and Engineering,4 Years,B.Tech,GEN,116956,136753,0
25,29949,2021,NIT,1,OS,Gender-Neutral,NIT-Sikkim,Computer Science and Engineering,4 Years,B.Tech,GEN,19558,21385,0
25,29950,2021,NIT,1,OS,Female-Only,NIT-Sikkim,Computer Science and Engineering,4 Years,B.Tech,GEN,22368,24859,0
25,29942,2021,NIT,1,HS,Gender-Neutral,NIT-Sikkim,Computer Science and Engineering,4 Years,B.Tech,GEN,88273,161648,0
25,29943,2021,NIT,1,HS,Female-Only,NIT-Sikkim,Computer Science and Engineering,4 Years,B.Tech,GEN,116956,136753,0
25,29949,2021,NIT,1,OS,Gender-Neutral,NIT-Sikkim,Computer Science and Engineering,4 Years,B.Tech,GEN,19558,21385,0
25,29950,2021,NIT,1,OS,Female-Only,NIT-Sikkim,Computer Science and Engineering,4 Years,B.Tech,GEN,22368,24859,0
4,30003,2021,NIT,1,HS,Gender-Neutral,NIT-Arunachal-Pradesh,Computer Science and Engineering,4 Years,B.Tech,GEN,73474,160866,0
4,30004,2021,NIT,1,HS,Female-Only,NIT-Arunachal-Pradesh,Computer Science and Engineering,4 Years,B.Tech,GEN,76692,140110,0
4,30011,2021,NIT,1,OS,Gender-Neutral,NIT-Arunachal-Pradesh,Computer Science and Engineering,4 Years,B.Tech,GEN,11063,23657,0
4,30012,2021,NIT,1,OS,Female-Only,NIT-Arunachal-Pradesh,Computer Science and Engineering,4 Years,B.Tech,GEN,29506,31953,0
4,30003,2021,NIT,1,HS,Gender-Neutral,NIT-Arunachal-Pradesh,Computer Science and Engineering,4 Years,B.Tech,GEN,73474,160866,0
4,30004,2021,NIT,1,HS,Female-Only,NIT-Arunachal-Pradesh,Computer Science and Engineering,4 Years,B.Tech,GEN,76692,140110,0
4,30011,2021,NIT,1,OS,Gender-Neutral,NIT-Arunachal-Pradesh,Computer Science and Engineering,4 Years,B.Tech,GEN,11063,23657,0
4,30012,2021,NIT,1,OS,Female-Only,NIT-Arunachal-Pradesh,Computer Science and Engineering,4 Years,B.Tech,GEN,29506,31953,0
4,30003,2021,NIT,1,HS,Gender-Neutral,NIT-Arunachal-Pradesh,Computer Science and Engineering,4 Years,B.Tech,GEN,73474,160866,0
4,30004,2021,NIT,1,HS,Female-Only,NIT-Arunachal-Pradesh,Computer Science and Engineering,4 Years,B.Tech,GEN,76692,140110,0
4,30011,2021,NIT,1,OS,Gender-Neutral,NIT-Arunachal-Pradesh,Computer Science and Engineering,4 Years,B.Tech,GEN,11063,23657,0
4,30012,2021,NIT,1,OS,Female-Only,NIT-Arunachal-Pradesh,Computer Science and Engineering,4 Years,B.Tech,GEN,29506,31953,0
4,30003,2021,NIT,1,HS,Gender-Neutral,NIT-Arunachal-Pradesh,Computer Science and Engineering,4 Years,B.Tech,GEN,73474,160866,0
4,30004,2021,NIT,1,HS,Female-Only,NIT-Arunachal-Pradesh,Computer Science and Engineering,4 Years,B.Tech,GEN,76692,140110,0
4,30011,2021,NIT,1,OS,Gender-Neutral,NIT-Arunachal-Pradesh,Computer Science and Engineering,4 Years,B.Tech,GEN,11063,23657,0
4,30012,2021,NIT,1,OS,Female-Only,NIT-Arunachal-Pradesh,Computer Science and Engineering,4 Years,B.Tech,GEN,29506,31953,0
4,30003,2021,NIT,1,HS,Gender-Neutral,NIT-Arunachal-Pradesh,Computer Science and Engineering,4 Years,B.Tech,GEN,73474,160866,0
4,30004,2021,NIT,1,HS,Female-Only,NIT-Arunachal-Pradesh,Computer Science and Engineering,4 Years,B.Tech,GEN,76692,140110,0
4,30011,2021,NIT,1,OS,Gender-Neutral,NIT-Arunachal-Pradesh,Computer Science and Engineering,4 Years,B.Tech,GEN,11063,23657,0
4,30012,2021,NIT,1,OS,Female-Only,NIT-Arunachal-Pradesh,Computer Science and Engineering,4 Years,B.Tech,GEN,29506,31953,0
4,30003,2021,NIT,1,HS,Gender-Neutral,NIT-Arunachal-Pradesh,Computer Science and Engineering,4 Years,B.Tech,GEN,73474,160866,0
4,30004,2021,NIT,1,HS,Female-Only,NIT-Arunachal-Pradesh,Computer Science and Engineering,4 Years,B.Tech,GEN,76692,140110,0
4,30011,2021,NIT,1,OS,Gender-Neutral,NIT-Arunachal-Pradesh,Computer Science and Engineering,4 Years,B.Tech,GEN,11063,23657,0
4,30012,2021,NIT,1,OS,Female-Only,NIT-Arunachal-Pradesh,Computer Science and Engineering,4 Years,B.Tech,GEN,29506,31953,0
13,30092,2021,NIT,1,HS,Gender-Neutral,NIT-Jamshedpur,Computer Science and Engineering,4 Years,B.Tech,GEN,3086,9932,0
13,30093,2021,NIT,1,HS,Female-Only,NIT-Jamshedpur,Computer Science and Engineering,4 Years,B.Tech,GEN,3939,18457,0
13,30105,2021,NIT,1,OS,Gender-Neutral,NIT-Jamshedpur,Computer Science and Engineering,4 Years,B.Tech,GEN,6087,7686,0
13,30106,2021,NIT,1,OS,Female-Only,NIT-Jamshedpur,Computer Science and Engineering,4 Years,B.Tech,GEN,11334,13058,0
13,30092,2021,NIT,1,HS,Gender-Neutral,NIT-Jamshedpur,Computer Science and Engineering,4 Years,B.Tech,GEN,3086,9932,0
13,30093,2021,NIT,1,HS,Female-Only,NIT-Jamshedpur,Computer Science and Engineering,4 Years,B.Tech,GEN,3939,18457,0
13,30105,2021,NIT,1,OS,Gender-Neutral,NIT-Jamshedpur,Computer Science and Engineering,4 Years,B.Tech,GEN,6087,7686,0
13,30106,2021,NIT,1,OS,Female-Only,NIT-Jamshedpur,Computer Science and Engineering,4 Years,B.Tech,GEN,11334,13058,0
13,30092,2021,NIT,1,HS,Gender-Neutral,NIT-Jamshedpur,Computer Science and Engineering,4 Years,B.Tech,GEN,3086,9932,0
13,30093,2021,NIT,1,HS,Female-Only,NIT-Jamshedpur,Computer Science and Engineering,4 Years,B.Tech,GEN,3939,18457,0
13,30105,2021,NIT,1,OS,Gender-Neutral,NIT-Jamshedpur,Computer Science and Engineering,4 Years,B.Tech,GEN,6087,7686,0
13,30106,2021,NIT,1,OS,Female-Only,NIT-Jamshedpur,Computer Science and Engineering,4 Years,B.Tech,GEN,11334,13058,0
13,30092,2021,NIT,1,HS,Gender-Neutral,NIT-Jamshedpur,Computer Science and Engineering,4 Years,B.Tech,GEN,3086,9932,0
13,30093,2021,NIT,1,HS,Female-Only,NIT-Jamshedpur,Computer Science and Engineering,4 Years,B.Tech,GEN,3939,18457,0
13,30105,2021,NIT,1,OS,Gender-Neutral,NIT-Jamshedpur,Computer Science and Engineering,4 Years,B.Tech,GEN,6087,7686,0
13,30106,2021,NIT,1,OS,Female-Only,NIT-Jamshedpur,Computer Science and Engineering,4 Years,B.Tech,GEN,11334,13058,0
13,30092,2021,NIT,1,HS,Gender-Neutral,NIT-Jamshedpur,Computer Science and Engineering,4 Years,B.Tech,GEN,3086,9932,0
13,30093,2021,NIT,1,HS,Female-Only,NIT-Jamshedpur,Computer Science and Engineering,4 Years,B.Tech,GEN,3939,18457,0
13,30105,2021,NIT,1,OS,Gender-Neutral,NIT-Jamshedpur,Computer Science and Engineering,4 Years,B.Tech,GEN,6087,7686,0
13,30106,2021,NIT,1,OS,Female-Only,NIT-Jamshedpur,Computer Science and Engineering,4 Years,B.Tech,GEN,11334,13058,0
